udi,product_id,type,air_temperature,process_temperature,rpm,torque,tool_wear,machine_failure,twf,hdf,pwf,osf,rnf,power_consumption,temp_diff,type_encoded
726,L47905,L,297.4,308.8,1640,34.2,142,0,0,0,0,0,0,5873.521625151478,11.400000000000034,0
727,M15586,M,297.4,308.8,1628,37.4,144,0,0,0,0,0,0,6376.092673921749,11.400000000000034,1
728,H30141,H,297.3,308.6,1499,37.6,147,0,0,0,0,0,0,5902.256725956311,11.300000000000011,2
729,M15588,M,297.4,308.7,1425,50.3,152,0,0,0,0,0,0,7506.050247589413,11.300000000000011,1
730,L47909,L,297.3,308.6,1586,37.7,155,0,0,0,0,0,0,6261.424542065722,11.300000000000011,0
731,M15590,M,297.3,308.6,1471,50.7,157,0,0,0,0,0,0,7809.96792089769,11.300000000000011,1
732,M15591,M,297.3,308.6,1431,53.0,160,0,0,0,0,0,0,7942.260387540356,11.300000000000011,1
733,L47912,L,297.2,308.6,1924,22.1,163,0,0,0,0,0,0,4452.725875589982,11.400000000000034,0
734,M15593,M,297.1,308.4,1421,42.0,165,0,0,0,0,0,0,6249.884425051535,11.299999999999955,1
735,H30148,H,297.0,308.4,1305,54.6,168,0,0,0,0,0,0,7461.596711541118,11.399999999999977,2
736,L47915,L,296.9,308.4,1557,32.4,173,0,0,0,0,0,0,5282.776542570452,11.5,0
737,L47916,L,296.9,308.3,1555,38.2,175,0,0,0,0,0,0,6220.45817386291,11.400000000000034,0
738,H30151,H,296.9,308.3,1474,39.2,177,0,0,0,0,0,0,6050.791226618038,11.400000000000034,2
739,L47918,L,296.8,308.3,1506,45.9,182,0,0,0,0,0,0,7238.79496054853,11.5,0
740,L47919,L,296.9,308.4,1390,41.8,184,0,0,0,0,0,0,6084.427211962471,11.5,0
741,M15600,M,296.9,308.4,1450,46.9,186,0,0,0,0,0,0,7121.466946912462,11.5,1
742,L47921,L,296.9,308.3,1513,38.8,189,0,0,0,0,0,0,6147.510392446554,11.400000000000034,0
743,L47922,L,296.8,308.2,1643,34.7,191,0,0,0,0,0,0,5970.293150857556,11.399999999999977,0
744,L47923,L,296.8,308.2,1361,53.8,193,0,0,0,0,0,0,7667.768965420704,11.399999999999977,0
745,L47924,L,296.7,308.1,1450,40.9,195,0,0,0,0,0,0,6210.4050773714225,11.400000000000034,0
746,L47925,L,296.7,308.0,1451,50.7,197,0,0,0,0,0,0,7703.7820892063555,11.300000000000011,0
747,L47926,L,296.8,308.1,1289,62.0,199,1,0,0,0,1,0,8368.99338965297,11.300000000000011,0
748,L47927,L,296.8,308.1,1356,48.3,201,0,0,0,0,0,0,6858.599417611093,11.300000000000011,0
749,H30162,H,296.7,308.1,1528,46.3,203,0,0,0,0,0,0,7408.545683597497,11.400000000000034,2
750,L47929,L,296.6,308.0,1978,22.3,208,0,0,0,0,0,0,4619.125566475121,11.399999999999977,0
751,L47930,L,296.7,308.0,1535,36.8,210,0,0,0,0,0,0,5915.40952719934,11.300000000000011,0
752,M15611,M,296.8,308.1,1843,24.2,212,0,0,0,0,0,0,4670.563910189897,11.300000000000011,1
753,L47932,L,296.9,308.1,1422,48.7,215,0,0,0,0,0,0,7251.989649693607,11.200000000000045,0
754,L47933,L,296.8,308.0,1536,40.4,217,0,0,0,0,0,0,6498.321572097415,11.199999999999989,0
755,M15614,M,296.9,308.1,1483,44.3,219,0,0,0,0,0,0,6879.763280120776,11.200000000000045,1
756,H30169,H,296.8,308.1,1492,43.7,222,0,0,0,0,0,0,6827.769921703865,11.300000000000011,2
757,L47936,L,296.8,308.0,1584,40.4,227,0,0,0,0,0,0,6701.3941212254595,11.199999999999989,0
758,L47937,L,296.9,308.1,1555,33.7,229,0,0,0,0,0,0,5487.681687413091,11.200000000000045,0
759,L47938,L,296.8,308.0,1497,41.7,231,0,0,0,0,0,0,6537.12024136925,11.199999999999989,0
760,M15619,M,296.7,307.8,1537,36.3,233,0,0,0,0,0,0,5842.6397693666895,11.100000000000023,1
761,L47940,L,296.7,307.8,1505,39.4,236,0,0,0,0,0,0,6209.567319330465,11.100000000000023,0
762,L47941,L,296.7,307.8,1646,34.6,238,0,0,0,0,0,0,5963.957605672816,11.100000000000023,0
763,M15622,M,296.7,307.8,1286,60.5,0,0,0,0,0,0,0,8147.511107574889,11.100000000000023,1
764,L47943,L,296.7,307.8,1400,47.5,3,0,0,0,0,0,0,6963.863715457374,11.100000000000023,0
765,L47944,L,296.8,307.9,1337,56.5,5,0,0,0,0,0,0,7910.582661616659,11.099999999999966,0
766,L47945,L,296.9,308.0,1332,53.9,7,0,0,0,0,0,0,7518.333874864949,11.100000000000023,0
767,L47946,L,296.8,308.0,1561,38.3,9,0,0,0,0,0,0,6260.806695510515,11.199999999999989,0
768,L47947,L,296.9,308.0,1546,31.1,11,0,0,0,0,0,0,5034.988658006314,11.100000000000023,0
769,L47948,L,296.9,308.0,1713,29.3,13,0,0,0,0,0,0,5255.9787572353325,11.100000000000023,0
770,L47949,L,296.9,308.0,1343,44.5,15,0,0,0,0,0,0,6258.419085093787,11.100000000000023,0
771,L47950,L,296.8,308.0,1391,54.4,17,0,0,0,0,0,0,7924.185757806703,11.199999999999989,0
772,H30185,H,296.8,308.0,1311,58.6,19,0,0,0,0,0,0,8045.053299165815,11.199999999999989,2
773,H30186,H,296.8,308.0,1453,51.0,24,0,0,0,0,0,0,7760.048013632148,11.199999999999989,2
774,L47953,L,296.8,308.0,1510,39.4,29,0,0,0,0,0,0,6230.197111089038,11.199999999999989,0
775,L47954,L,296.8,307.9,1448,48.8,31,0,0,0,0,0,0,7399.749224167446,11.099999999999966,0
776,L47955,L,296.7,307.8,1453,46.0,33,0,0,0,0,0,0,6999.258992687819,11.100000000000023,0
777,L47956,L,296.7,307.8,1468,39.2,35,0,0,0,0,0,0,6026.161140213894,11.100000000000023,0
778,L47957,L,296.7,307.8,1382,47.5,37,0,0,0,0,0,0,6874.328324830066,11.100000000000023,0
779,L47958,L,296.7,308.0,1580,32.2,39,0,0,0,0,0,0,5327.722261467811,11.300000000000011,0
780,L47959,L,296.8,308.0,1666,29.8,41,0,0,0,0,0,0,5199.000738474725,11.199999999999989,0
781,M15640,M,296.9,308.0,1409,50.7,43,0,0,0,0,0,0,7480.791842654551,11.100000000000023,1
782,L47961,L,296.8,308.0,1675,29.7,46,0,0,0,0,0,0,5209.546017815274,11.199999999999989,0
783,L47962,L,296.8,307.9,1698,30.8,48,0,0,0,0,0,0,5476.675641150015,11.099999999999966,0
784,H30197,H,296.7,307.9,1579,33.4,50,0,0,0,0,0,0,5522.773277353688,11.199999999999989,2
785,L47964,L,296.7,307.9,1743,27.9,55,0,0,0,0,0,0,5092.490275542518,11.199999999999989,0
786,M15645,M,296.9,308.0,1497,44.8,57,0,0,0,0,0,0,7023.093208953053,11.100000000000023,1
787,L47966,L,296.9,308.1,1741,28.8,60,0,0,0,0,0,0,5250.732297503838,11.200000000000045,0
788,L47967,L,296.9,308.1,1435,45.3,62,0,0,0,0,0,0,6807.360041431044,11.200000000000045,0
789,M15648,M,296.9,308.1,1440,46.3,64,0,0,0,0,0,0,6981.875513337956,11.200000000000045,1
790,M15649,M,296.9,308.0,1641,33.3,67,0,0,0,0,0,0,5722.442434440343,11.100000000000023,1
791,L47970,L,296.8,307.9,1420,45.4,70,0,0,0,0,0,0,6751.073173054226,11.099999999999966,0
792,L47971,L,296.8,307.9,1611,35.4,72,0,0,0,0,0,0,5972.104802621125,11.099999999999966,0
793,L47972,L,296.8,307.8,1373,42.9,74,0,0,0,0,0,0,6168.171600131664,11.0,0
794,M15653,M,296.8,307.9,1683,31.8,76,0,0,0,0,0,0,5604.538462151119,11.099999999999966,1
795,H30208,H,296.9,307.9,1547,32.6,79,0,0,0,0,0,0,5281.247634145706,11.0,2
796,L47975,L,296.9,307.8,1605,37.0,84,0,0,0,0,0,0,6218.782657780996,10.900000000000034,0
797,M15656,M,296.9,307.9,2010,18.9,86,0,0,0,0,0,0,3978.1987772407547,11.0,1
798,L47977,L,296.8,307.7,1565,40.1,89,0,0,0,0,0,0,6571.845312166928,10.899999999999977,0
799,M15658,M,296.9,307.8,1828,24.6,91,0,0,0,0,0,0,4709.121724024956,10.900000000000034,1
800,M15659,M,297.0,307.8,1579,34.1,94,0,0,0,0,0,0,5638.5200226874485,10.800000000000011,1
801,M15660,M,297.0,307.9,1882,24.2,97,0,0,0,0,0,0,4769.3984150718325,10.899999999999977,1
802,L47981,L,296.9,307.8,1285,52.1,100,0,0,0,0,0,0,7010.830525628542,10.900000000000034,0
803,L47982,L,296.9,307.8,1571,35.0,102,0,0,0,0,0,0,5758.015735254492,10.900000000000034,0
804,H30217,H,296.9,307.8,1549,37.8,104,0,0,0,0,0,0,6131.572045717342,10.900000000000034,2
805,M15664,M,296.9,307.8,1544,37.6,109,0,0,0,0,0,0,6079.442551618777,10.900000000000034,1
806,M15665,M,297.0,307.9,1412,47.4,112,0,0,0,0,0,0,7008.767546452685,10.899999999999977,1
807,M15666,M,297.0,307.9,1422,53.0,115,0,0,0,0,0,0,7892.309064348277,10.899999999999977,1
808,L47987,L,297.0,307.7,1867,22.8,118,0,0,0,0,0,0,4457.668648031629,10.699999999999989,0
809,L47988,L,296.9,307.7,1424,43.3,120,0,0,0,0,0,0,6456.936324874126,10.800000000000011,0
810,L47989,L,296.9,307.6,1452,45.7,122,0,0,0,0,0,0,6948.825958622193,10.700000000000045,0
811,L47990,L,296.9,307.7,1550,39.7,124,0,0,0,0,0,0,6443.930131288264,10.800000000000011,0
812,L47991,L,296.8,307.6,1588,37.6,126,0,0,0,0,0,0,6252.690914488741,10.800000000000011,0
813,L47992,L,296.8,307.6,1338,44.4,128,0,0,0,0,0,0,6221.107436344652,10.800000000000011,0
814,L47993,L,296.8,307.6,1513,40.0,130,0,0,0,0,0,0,6337.639579841809,10.800000000000011,0
815,M15674,M,296.8,307.5,1470,45.9,132,0,0,0,0,0,0,7065.756037188804,10.699999999999989,1
816,M15675,M,296.8,307.5,1516,36.7,135,0,0,0,0,0,0,5826.313959543535,10.699999999999989,1
817,L47996,L,296.8,307.6,1434,48.3,138,0,0,0,0,0,0,7253.120623048899,10.800000000000011,0
818,L47997,L,296.8,307.6,1368,52.0,140,0,0,0,0,0,0,7449.344500192117,10.800000000000011,0
819,L47998,L,296.8,307.6,1304,48.7,142,0,0,0,0,0,0,6650.20710492297,10.800000000000011,0
820,L47999,L,296.8,307.6,1398,46.7,144,0,0,0,0,0,0,6836.79676459518,10.800000000000011,0
821,L48000,L,296.7,307.6,1516,37.4,146,0,0,0,0,0,0,5937.442563676517,10.900000000000034,0
822,L48001,L,296.7,307.6,1474,41.7,148,0,0,0,0,0,0,6436.683524233985,10.900000000000034,0
823,M15682,M,296.7,307.6,1547,34.7,150,0,0,0,0,0,0,5621.450702602945,10.900000000000034,1
824,M15683,M,296.6,307.5,1482,39.9,153,0,0,0,0,0,0,6192.267615784698,10.899999999999977,1
825,L48004,L,296.6,307.4,1436,42.8,156,0,0,0,0,0,0,6436.159925458384,10.799999999999955,0
826,L48005,L,296.6,307.3,1474,40.0,158,0,0,0,0,0,0,6174.276761855141,10.699999999999989,0
827,L48006,L,296.5,307.2,1481,38.2,160,0,0,0,0,0,0,5924.436370090656,10.699999999999989,0
828,L48007,L,296.5,307.3,1501,42.1,162,0,0,0,0,0,0,6617.461237497052,10.800000000000011,0
829,L48008,L,296.5,307.3,1566,37.2,164,0,0,0,0,0,0,6100.4702784468045,10.800000000000011,0
830,L48009,L,296.5,307.3,1579,34.5,166,0,0,0,0,0,0,5704.661020021025,10.800000000000011,0
831,L48010,L,296.6,307.4,1631,35.0,168,0,0,0,0,0,0,5977.927221005778,10.799999999999955,0
832,M15691,M,296.6,307.4,1544,42.3,170,0,0,0,0,0,0,6839.372870571123,10.799999999999955,1
833,L48012,L,296.6,307.4,1521,38.6,173,0,0,0,0,0,0,6148.159654928297,10.799999999999955,0
834,L48013,L,296.6,307.4,1616,28.0,175,0,0,0,0,0,0,4738.359479654365,10.799999999999955,0
835,H30248,H,296.6,307.4,1333,50.2,177,0,0,0,0,0,0,7007.489965440226,10.799999999999955,2
836,M15695,M,296.7,307.4,1533,32.5,182,0,0,0,0,0,0,5217.399999449249,10.699999999999989,1
837,L48016,L,296.6,307.4,1368,45.1,185,0,0,0,0,0,0,6460.8737876666255,10.799999999999955,0
838,L48017,L,296.6,307.4,1465,47.8,187,0,0,0,0,0,0,7333.210291764414,10.799999999999955,0
839,H30252,H,296.6,307.4,1406,41.5,189,0,0,0,0,0,0,6110.2929914770275,10.799999999999955,2
840,M15699,M,296.5,307.4,1565,43.5,194,0,0,0,0,0,0,7129.059129158637,10.899999999999977,1
841,L48020,L,296.6,307.5,1582,37.9,197,0,0,0,0,0,0,6278.766133513536,10.899999999999977,0
842,L48021,L,296.6,307.5,1439,45.5,199,0,0,0,0,0,0,6856.4736065821635,10.899999999999977,0
843,M15702,M,296.6,307.5,1566,35.0,201,0,0,0,0,0,0,5739.689778108553,10.899999999999977,1
844,L48023,L,296.6,307.5,1485,42.7,204,0,0,0,0,0,0,6640.227312260068,10.899999999999977,0
845,L48024,L,296.5,307.5,1566,35.1,206,0,0,0,0,0,0,5756.088891760291,11.0,0
846,L48025,L,296.3,307.3,1439,41.5,208,0,0,0,0,0,0,6253.706696113401,11.0,0
847,M15706,M,296.4,307.4,1416,50.0,210,0,0,0,0,0,0,7414.158662471912,11.0,1
848,L48027,L,296.4,307.4,2833,5.6,213,1,0,0,1,0,0,1661.357971022378,11.0,0
849,L48028,L,296.3,307.4,1465,47.1,215,0,0,0,0,0,0,7225.820182889204,11.099999999999966,0
850,H30263,H,296.4,307.4,1586,35.5,0,0,0,0,0,0,0,5896.036372502204,11.0,2
851,L48030,L,296.3,307.3,1567,31.4,5,0,0,0,0,0,0,5152.609886956716,11.0,0
852,M15711,M,296.2,307.2,1389,48.6,7,0,0,0,0,0,0,7069.148957254681,11.0,1
853,M15712,M,296.3,307.3,1368,49.5,10,0,0,0,0,0,0,7091.202937682881,11.0,1
854,L48033,L,296.3,307.3,1444,49.0,13,0,0,0,0,0,0,7409.550993246647,11.0,0
855,M15714,M,296.3,307.3,1498,41.6,15,0,0,0,0,0,0,6525.800035840814,11.0,1
856,L48035,L,296.1,307.2,1615,30.8,18,0,0,0,0,0,0,5208.970059162117,11.099999999999966,0
857,L48036,L,296.1,307.1,1898,22.7,20,0,0,0,0,0,0,4511.808761428492,11.0,0
858,M15717,M,296.1,307.1,1350,53.3,22,0,0,0,0,0,0,7535.109979635119,11.0,1
859,M15718,M,296.2,307.0,1516,37.6,25,0,0,0,0,0,0,5969.1935934287985,10.800000000000011,1
860,H30273,H,296.2,307.0,1542,40.6,28,0,0,0,0,0,0,6556.001213217324,10.800000000000011,2
861,H30274,H,296.1,306.9,1541,32.6,33,0,0,0,0,0,0,5260.7644500443,10.799999999999955,2
862,M15721,M,296.1,306.9,1951,23.3,38,0,0,0,0,0,0,4760.382044156029,10.799999999999955,1
863,H30276,H,296.1,306.8,1645,31.0,41,0,0,0,0,0,0,5340.183912327049,10.699999999999989,2
864,L48043,L,296.0,306.7,1416,44.2,46,0,0,0,0,0,0,6554.116257625171,10.699999999999989,0
865,M15724,M,296.0,306.7,2044,22.3,48,0,0,0,0,0,0,4773.252102060235,10.699999999999989,1
866,L48045,L,295.9,306.6,1414,50.2,51,0,0,0,0,0,0,7433.301433707786,10.700000000000045,0
867,L48046,L,295.9,306.6,1678,26.7,53,0,0,0,0,0,0,4691.717300724068,10.700000000000045,0
868,H30281,H,295.9,306.5,1594,33.2,55,0,0,0,0,0,0,5541.853216736491,10.600000000000023,2
869,M15728,M,295.8,306.5,1514,37.7,60,0,0,0,0,0,0,5977.173238768916,10.699999999999989,1
870,L48049,L,295.8,306.5,1358,49.2,63,0,0,0,0,0,0,6996.703830662901,10.699999999999989,0
871,L48050,L,295.8,306.4,1325,56.2,65,0,0,0,0,0,0,7797.956564985466,10.599999999999966,0
872,L48051,L,295.8,306.4,1339,53.2,67,0,0,0,0,0,0,7459.690811997941,10.599999999999966,0
873,M15732,M,295.8,306.4,1335,51.7,69,0,0,0,0,0,0,7227.705138481358,10.599999999999966,1
874,L48053,L,295.9,306.4,1892,21.7,72,0,0,0,0,0,0,4299.4161540948,10.5,0
875,L48054,L,295.9,306.4,1575,28.5,74,0,0,0,0,0,0,4700.608007933728,10.5,0
876,M15735,M,295.8,306.3,1444,45.5,76,0,0,0,0,0,0,6880.297350871886,10.5,1
877,L48056,L,295.7,306.3,1915,22.4,79,0,0,0,0,0,0,4492.058615612926,10.600000000000023,0
878,M15737,M,295.6,306.2,1584,33.6,81,0,0,0,0,0,0,5573.436694880581,10.599999999999966,1
879,M15738,M,295.7,306.3,1685,34.9,84,0,0,0,0,0,0,6158.202279444272,10.600000000000023,1
880,L48059,L,295.8,306.3,1337,54.6,87,0,0,0,0,0,0,7644.563067686187,10.5,0
881,M15740,M,295.8,306.3,1235,76.2,89,1,0,0,1,0,0,9854.861995045823,10.5,1
882,L48061,L,295.7,306.2,1464,46.2,92,0,0,0,0,0,0,7082.9091330774045,10.5,0
883,M15742,M,295.7,306.2,1739,25.9,94,0,0,0,0,0,0,4716.588242564988,10.5,1
884,L48063,L,295.7,306.3,1490,34.3,97,0,0,0,0,0,0,5351.912524900452,10.600000000000023,0
885,L48064,L,295.8,306.4,1356,48.0,99,0,0,0,0,0,0,6815.999421228414,10.599999999999966,0
886,L48065,L,295.7,306.2,1397,52.0,101,0,0,0,0,0,0,7607.261890912563,10.5,0
887,L48066,L,295.7,306.2,1458,40.6,103,0,0,0,0,0,0,6198.864960357237,10.5,0
888,H30301,H,295.7,306.2,2161,16.5,105,0,0,0,0,0,0,3733.939948424149,10.5,2
889,M15748,M,295.6,306.1,1651,28.1,110,0,0,0,0,0,0,4858.274071241888,10.5,1
890,L48069,L,295.6,306.1,1389,46.2,113,0,0,0,0,0,0,6720.0551815877825,10.5,0
891,L48070,L,295.6,306.0,1370,52.4,115,0,0,0,0,0,0,7517.621780530136,10.399999999999977,0
892,L48071,L,295.7,306.1,1408,47.9,117,0,0,0,0,0,0,7062.6353884862365,10.400000000000034,0
893,L48072,L,295.7,306.1,1343,54.4,119,0,0,0,0,0,0,7650.741533238247,10.400000000000034,0
894,M15753,M,295.7,306.2,1423,42.5,121,0,0,0,0,0,0,6333.188990249224,10.5,1
895,L48074,L,295.6,306.2,1426,48.6,124,0,0,0,0,0,0,7257.456020910854,10.599999999999966,0
896,M15755,M,295.6,306.2,1435,51.6,126,0,0,0,0,0,0,7754.078987590328,10.599999999999966,1
897,L48076,L,295.5,306.1,1573,35.1,129,0,0,0,0,0,0,5781.818535593192,10.600000000000023,0
898,L48077,L,295.6,306.2,1612,31.2,131,0,0,0,0,0,0,5266.817251890216,10.599999999999966,0
899,L48078,L,295.6,306.2,1446,49.9,133,0,0,0,0,0,0,7556.095818561099,10.599999999999966,0
900,H30313,H,295.6,306.2,1329,55.3,135,0,0,0,0,0,0,7696.2422668377385,10.599999999999966,2
901,L48080,L,295.6,306.2,1569,35.1,140,0,0,0,0,0,0,5767.1158819743905,10.599999999999966,0
902,H30315,H,295.6,306.1,1256,62.3,142,0,0,0,0,0,0,8194.195174407232,10.5,2
903,L48082,L,295.6,306.1,1383,48.7,147,0,0,0,0,0,0,7053.095418794838,10.5,0
904,L48083,L,295.7,306.2,2270,14.6,149,1,0,0,1,0,0,3470.622124175764,10.5,0
905,H30318,H,295.7,306.2,1458,49.8,151,0,0,0,0,0,0,7603.533867630304,10.5,2
906,L48085,L,295.6,306.1,1474,41.2,156,0,0,0,0,0,0,6359.5050647107955,10.5,0
907,M15766,M,295.6,306.1,1462,49.2,158,0,0,0,0,0,0,7532.533873659176,10.5,1
908,M15767,M,295.6,306.1,1669,29.0,161,0,0,0,0,0,0,5068.540867546652,10.5,1
909,M15768,M,295.5,306.1,1822,24.3,164,0,0,0,0,0,0,4636.425270020889,10.600000000000023,1
910,L48089,L,295.5,306.0,1456,39.2,167,0,0,0,0,0,0,5976.900967405605,10.5,0
911,L48090,L,295.5,306.0,1546,35.9,169,0,0,0,0,0,0,5812.093016798284,10.5,0
912,M15771,M,295.6,306.1,1490,42.7,171,0,0,0,0,0,0,6662.5849799781145,10.5,1
913,L48092,L,295.6,306.0,1569,40.4,174,0,0,0,0,0,0,6637.933949622946,10.399999999999977,0
914,L48093,L,295.5,306.0,1621,29.5,176,0,0,0,0,0,0,5007.64632994457,10.5,0
915,M15774,M,295.4,305.9,1518,40.6,178,0,0,0,0,0,0,6453.962283828729,10.5,1
916,M15775,M,295.4,305.8,1526,38.2,181,0,0,0,0,0,0,6104.449629141352,10.400000000000034,1
917,M15776,M,295.3,305.8,1589,36.2,184,0,0,0,0,0,0,6023.668810042046,10.5,1
918,L48097,L,295.3,305.7,1475,51.0,187,0,0,0,0,0,0,7877.543578876405,10.399999999999977,0
919,M15778,M,295.3,305.7,1473,38.5,189,0,0,0,0,0,0,5938.709672713466,10.399999999999977,1
920,L48099,L,295.4,305.8,1407,50.7,192,0,0,0,0,0,0,7470.173259485419,10.400000000000034,0
921,M15780,M,295.5,305.9,1518,44.1,194,0,0,0,0,0,0,7010.338342779481,10.399999999999977,1
922,H30335,H,295.5,305.9,1593,37.2,197,0,0,0,0,0,0,6205.65080048899,10.399999999999977,2
923,M15782,M,295.5,305.9,1380,52.4,202,0,0,0,0,0,0,7572.494932212838,10.399999999999977,1
924,M15783,M,295.5,306.0,1423,45.3,205,0,0,0,0,0,0,6750.434382547996,10.5,1
925,L48104,L,295.5,306.0,1800,27.6,208,0,0,0,0,0,0,5202.477434344697,10.5,0
926,H30339,H,295.6,306.1,1623,30.9,210,0,0,0,0,0,0,5251.769023079521,10.5,2
927,L48106,L,295.6,306.1,1372,55.6,215,1,0,0,0,1,0,7988.358023744031,10.5,0
928,H30341,H,295.6,306.0,1396,52.4,0,0,0,0,0,0,0,7660.291974905161,10.399999999999977,2
929,L48108,L,295.6,306.0,1949,21.9,5,0,0,0,0,0,0,4469.76377974795,10.399999999999977,0
930,L48109,L,295.6,306.0,1419,51.1,7,0,0,0,0,0,0,7593.323691506139,10.399999999999977,0
931,M15790,M,295.5,305.9,1453,47.3,9,0,0,0,0,0,0,7197.064138133344,10.399999999999977,1
932,L48111,L,295.5,305.9,1542,36.2,12,0,0,0,0,0,0,5845.498618681458,10.399999999999977,0
933,L48112,L,295.6,306.0,1363,50.0,14,0,0,0,0,0,0,7136.651311404814,10.399999999999977,0
934,L48113,L,295.5,306.0,1597,37.2,16,0,0,0,0,0,0,6221.233100050797,10.5,0
935,M15794,M,295.5,306.0,1326,50.8,18,0,0,0,0,0,0,7054.006480664377,10.5,1
936,M15795,M,295.5,306.0,1641,36.6,21,0,0,0,0,0,0,6289.531324339839,10.5,1
937,M15796,M,295.6,306.1,1418,46.2,24,0,0,0,0,0,0,6860.3587094971035,10.5,1
938,L48117,L,295.6,306.2,1263,61.8,27,0,0,0,0,0,0,8173.732934256852,10.599999999999966,0
939,L48118,L,295.6,306.2,1823,25.8,29,0,0,0,0,0,0,4925.326130445007,10.599999999999966,0
940,L48119,L,295.5,306.1,1488,40.7,31,0,0,0,0,0,0,6341.995921654787,10.600000000000023,0
941,L48120,L,295.6,306.2,1443,48.9,33,0,0,0,0,0,0,7389.308664582017,10.599999999999966,0
942,L48121,L,295.6,306.2,1650,28.2,35,0,0,0,0,0,0,4872.610205717769,10.599999999999966,0
943,M15802,M,295.7,306.3,1462,44.3,37,0,0,0,0,0,0,6782.342491932956,10.600000000000023,1
944,M15803,M,295.6,306.2,1477,45.0,40,0,0,0,0,0,0,6960.198524028186,10.599999999999966,1
945,M15804,M,295.7,306.3,1712,28.5,43,0,0,0,0,0,0,5109.48629179844,10.600000000000023,1
946,M15805,M,295.7,306.3,1347,50.4,46,0,0,0,0,0,0,7109.298511367559,10.600000000000023,1
947,L48126,L,295.6,306.2,1287,54.8,49,0,0,0,0,0,0,7385.633001177316,10.599999999999966,0
948,L48127,L,295.6,306.2,1428,44.5,51,0,0,0,0,0,0,6654.5215588339,10.599999999999966,0
949,M15808,M,295.6,306.3,1426,45.5,53,0,0,0,0,0,0,6794.531871428885,10.699999999999989,1
950,L48129,L,295.6,306.3,1636,32.7,56,0,0,0,0,0,0,5602.2136835874635,10.699999999999989,0
951,L48130,L,295.6,306.2,1424,42.5,58,0,0,0,0,0,0,6337.63957984181,10.599999999999966,0
952,H30365,H,295.6,306.3,1509,35.8,60,0,0,0,0,0,0,5657.191555025284,10.699999999999989,2
953,L48132,L,295.5,306.2,1448,48.9,65,0,0,0,0,0,0,7414.912644708774,10.699999999999989,0
954,L48133,L,295.5,306.1,1650,32.8,67,0,0,0,0,0,0,5667.433147075987,10.600000000000023,0
955,H30368,H,295.6,306.2,1414,42.5,69,0,0,0,0,0,0,6293.133683915953,10.599999999999966,2
956,L48135,L,295.6,306.3,1911,20.9,74,0,0,0,0,0,0,4182.496547503699,10.699999999999989,0
957,H30370,H,295.6,306.2,1632,32.2,76,0,0,0,0,0,0,5503.065019440169,10.599999999999966,2
958,M15817,M,295.7,306.4,1387,40.1,81,0,0,0,0,0,0,5824.376644073821,10.699999999999989,1
959,L48138,L,295.8,306.4,1399,47.6,84,0,0,0,0,0,0,6973.539820830431,10.599999999999966,0
960,L48139,L,295.8,306.5,1505,35.2,86,0,0,0,0,0,0,5547.633747219096,10.699999999999989,0
961,L48140,L,295.8,306.5,1534,37.9,88,0,0,0,0,0,0,6088.259954999852,10.699999999999989,0
962,L48141,L,295.8,306.5,1493,40.5,90,0,0,0,0,0,0,6332.037072942909,10.699999999999989,0
963,M15822,M,295.8,306.6,1480,43.2,92,0,0,0,0,0,0,6695.362263330567,10.800000000000011,1
964,L48143,L,295.8,306.6,1621,31.6,95,0,0,0,0,0,0,5364.122848347405,10.800000000000011,0
965,L48144,L,295.7,306.5,1737,26.2,97,0,0,0,0,0,0,4765.733223642645,10.800000000000011,0
966,L48145,L,295.8,306.6,1508,46.5,99,0,0,0,0,0,0,7343.158668500782,10.800000000000011,0
967,M15826,M,295.8,306.5,1641,32.2,101,0,0,0,0,0,0,5533.412804473847,10.699999999999989,1
968,M15827,M,295.9,306.6,1532,38.6,104,0,0,0,0,0,0,6192.623662952104,10.700000000000045,1
969,L48148,L,295.9,306.7,1547,40.9,107,0,0,0,0,0,0,6625.859761857649,10.800000000000011,0
970,L48149,L,295.9,306.6,1412,41.0,109,0,0,0,0,0,0,6062.436063387343,10.700000000000045,0
971,L48150,L,295.8,306.5,1568,35.1,111,0,0,0,0,0,0,5763.440218569691,10.699999999999989,0
972,L48151,L,295.9,306.6,1557,41.1,113,0,0,0,0,0,0,6701.2998734458515,10.700000000000045,0
973,L48152,L,295.8,306.6,1644,35.2,115,0,0,0,0,0,0,6060.006565068568,10.800000000000011,0
974,L48153,L,295.9,306.6,1679,30.4,117,0,0,0,0,0,0,5345.063852915626,10.700000000000045,0
975,L48154,L,296.0,306.6,1511,35.2,119,0,0,0,0,0,0,5569.750559500369,10.600000000000023,0
976,M15835,M,296.0,306.6,1628,36.8,121,0,0,0,0,0,0,6273.802417120864,10.600000000000023,1
977,M15836,M,296.0,306.6,1392,51.3,124,0,0,0,0,0,0,7477.995825192856,10.600000000000023,1
978,L48157,L,296.0,306.7,1917,21.0,127,0,0,0,0,0,0,4215.703181852144,10.699999999999989,0
979,M15838,M,296.2,306.8,1526,42.3,129,0,0,0,0,0,0,6759.639249023015,10.600000000000023,1
980,L48159,L,296.2,306.8,1389,53.3,132,0,0,0,0,0,0,7752.790934602354,10.600000000000023,0
981,L48160,L,296.1,306.7,1409,42.8,134,0,0,0,0,0,0,6315.145776442106,10.599999999999966,0
